"PID","X1_RP_Experience","X1_RP_Expression","X1_RP_Connection","X2_RP_Experience","X2_RP_Expression","X2_RP_Connection","X3_RP_Experience","X3_RP_Expression","X3_RP_Connection","X4_RP_Experience","X4_RP_Expression","X4_RP_Connection","X1_CF_Experience","X1_CF_Expression","X1_CF_Connection","X2_CF_Experience","X2_CF_Expression","X2_CF_Connection","X3_CF_Experience","X3_CF_Expression","X3_CF_Connection","X4_CF_Experience","X4_CF_Expression","X4_CF_Connection","Attn_Check_Never","Attn_Check_Much","X1_CC_Experience","X1_CC_Expression","X1_CC_Connection","X2_CC_Experience","X2_CC_Expression","X2_CC_Connection","X3_CC_Experience","X3_CC_Expression","X3_CC_Connection","X4_CC_Experience","X4_CC_Expression","X4_CC_Connection","X1_St_Experience","X1_St_Expression","X1_St_Connection","X2_St_Experience","X2_St_Expression","X2_St_Connection","X3_St_Experience","X3_St_Expression","X3_St_Connection","X4_St_Experience","X4_St_Expression","X4_St_Connection","Relationship.marital.status","Age","Sex","Ethnicity.simplified","Country.of.birth","Country.of.residence","Nationality","Language","Student.status","Employment.status"
359,"1","2","2","1","1","1","4","5",NA,"1","4","2","4","3","3","3","4","1","2","1","3","3","4","4","5","2","1","3","2","4","4","3","2",NA,"5","1","1","4","2","4","2","3","4","3","5","5",NA,"1","5",NA,"In a relationship","28","Male","White","United States","United States","United States","English","Yes","Full-Time"
289,"1","1","1","3","3","2","4","4","2","4","4","4","2","2","2","3","3","2","5","5",NA,"5","5",NA,"5","2","3","3","3","3","4","2","5","5",NA,"4","3","4","2","2","3","3","4","3","5","5",NA,"4","4","4","Married","61","Female","White","United States","United States","United States","English","No","Full-Time"
199,"1","1","1","2","3","1","5","5",NA,"5","5",NA,"1","1","1","3","3","2","5","5",NA,"5","5",NA,"5","2","2","1","2","4","5",NA,"5","5",NA,"5","5",NA,"2","3","3","3","4","3","5","5",NA,"4","5",NA,"In a relationship","51","Male","White","United States","United States","United States","English","No","Full-Time"
250,"2","3","1","2","3","2","5","5",NA,"4","4","3","3","3","2","3","3","3","3","3","2","4","4","4","5","2","3","4","2","3","4","2","4","4","3","4","5",NA,"3","3","2","3","4","3","4","4","2","4","4","4","Married","33","Male","White","United States","United States","United States","English","No","Full-Time"
128,"3","2","2","4","3","3","5","5",NA,"3","3","5","2","2","2","3","3","2","5","5",NA,"5","5",NA,"5","2","2","2","2","3","4","2","5","5",NA,"5","5",NA,"2","1","3","3","3","3","5","5",NA,"4","5",NA,"Married","60","Female","White","Korea","United States","United States","English","No","Unemployed (and job seeking)"
18,"1","2","1","2","3","2","3","3","2","3","3","2","2","3","2","3","4","3","4","5",NA,"4","3","3","5","2","3","3","2","3","3","3","4","4","4","3","3","3","4","4","4","3","4","3","5","5",NA,"4","4","4","Married","43","Male","White","United States","United States","United States","English","No","Full-Time"
43,"1","1","1","1","2","1","3","2","1","4","5",NA,"1","2","1","2","3","2","5","5",NA,"4","5",NA,"5","2","2","2","2","4","4","3","5","5",NA,"4","5",NA,"3","3","3","5","5",NA,"4","4","3","3","3","5","In a relationship","31","Male","Black","United States","United States","United States","English","No","DATA_EXPIRED"
355,"2","2","1","3","2","2","1","2","2","3","4","3","4","3","4","2","1","1","2","3","1","4","4","4","3","3","2","2","2","2","2",NA,"4","4","1","3","3","2","2","2","2","4","4","4","4","4","3","4","4","4","Married","22","Male","White","United States","United States","United States","English","Yes","Full-Time"
188,"1","2","1","2","4","2","5","5",NA,"5","5",NA,"2","4","2","3","4","2","5","5",NA,"5","5",NA,"5","2","1","3","2","1","4","2","5","5",NA,"4","5",NA,"3","4","3","3","4","3","5","5",NA,"4","4","5","Married","53","Male","White","United States","United States","United States","English","No","Part-Time"
340,"2","3","3","4","2","4","4","2","1","4","3","2","3","2","1","2","3","3","2","3","3","3","2","3","1","3","3","4","2","3","3","2","4","3","2","3","3","3","2","3","3","4","3","3","3","2","2","3","4","2","Married","53","Female","Black","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
23,"1","1","2","3","3","2","5","5",NA,"4","4","2","2","2","2","3","3","2","5","5",NA,"4","4","2","5","2","4","4","2","3","3","3","5","5",NA,"4","4","3","3","3","2","3","4","3","5","5",NA,"4","4","4","Married","53","Male","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
315,"1","1","2","3","2","2","3","4","5","3","4","1","2","1","1","3","3","2","5","5",NA,"3","3","4","5","2","2","1","2","1","2","3","5","5",NA,"4","3","2","2","2","3","3","3","3","4","5",NA,"4","5",NA,"In a relationship","50","Female","White","United States","United States","United States","English","No","Other"
278,"1","3","2","2","3","1","4","4","3","4","3","4","2","4","2","3","3","2","4","4","3","4","4","5","5","2","3","4","2","3","4","2","4","4","5","3","4","4","4","4","2","4","4","2","4","4","3","3","3","5","In a relationship","30","Prefer not to say","White","Colombia","United States","United States","English","No","Full-Time"
362,"1","1","1","3","3","1","3","4","1","4","4","1","1","1","1","2","2","1","5","5",NA,"5","5",NA,"5","2","2","2","2","3","3","2","5","5",NA,"4","5",NA,"2","2","3","3","3","3","5","5",NA,"5","5",NA,"Married","50","Female","White","United States","United States","United States","English","No","Due to start a new job within the next month"
327,"2","1","2","1","1","2","4","5",NA,"4","2","1","2","1","2","1","3","2","1","4","1","4","4","2","5","2","3","4","1","2","1","2","3","1","1","3","3","1","1","2","1","4","4","1","1","3","1","3","4","2","Married","53","Male","White","United States","United States","United States","English","No","Full-Time"
379,"2","1","1","2","3","1","4","4","1","4","4","2","1","1","2","3","3","2","4","3","2","4","4","2","5","2","2","2","1","2","4","2","5","5",NA,"4","4","2","3","2","2","3","3","3","5","5",NA,"4","4","4","In a relationship","53","Male","White","United States","United States","United States","English","No","Full-Time"
181,"1","1","1","2","2","1","4","4","2","4","4","2","2","2","1","1","3","1","4","4","2","4","4","2","5","2","1","1","2","2","3","1","5","5",NA,"4","4","2","1","2","2","2","4","3","5","5",NA,"4","5",NA,"In a civil partnership/civil union or similar","69","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
329,"1","2","1","3","3","2","5","5",NA,"4","4","3","4","4","3","4","4","2","5","5",NA,"5","5",NA,"5","2","5","5",NA,"5","5",NA,"5","5",NA,"5","5",NA,"4","4","2","4","4","3","4","4","3","4","4","3","Married","34","Male","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
280,"1","1","1","2","2","1","4","4","2","3","4","4","1","1","1","5","5",NA,"4","4","3","5","5",NA,"5","2","1","2","1","2","4","2","2","5",NA,"4","4","4","4","2","3","5","5",NA,"5","5",NA,"3","4","5","Married","54","Female","White","United States","United States","United States","English","No","Part-Time"
305,"1","3","1","3","4","1","4","4","2","3","4","3","2","4","1","3","4","2","3","4","4","4","4","5","5","2","3","3","1","3","3","1","4","4","4","4","4","4","3","4","2","4","4","3","4","4","2","3","4","3","In a relationship","34","Female","Asian","India","United States","United States","English","No","Full-Time"
368,"2","1","1","3","3","1","5","5",NA,"3","3","4","1","1","1","4","4","3","5","5",NA,"5","5",NA,"5","2","1","1","2","3","4","3","5","5",NA,"5","5",NA,"3","2","2","3","3","3","5","5",NA,"4","4","5","Married","29","Female","White","United States","United States","United States","English","No","Full-Time"
324,"1","1","1","2","3","1","4","4","2","4","4","4","1","1","1","2","4","3","4","3","3","4","5",NA,"5","2","3","3","3","3","4","3","4","5",NA,"4","5",NA,"2","2","2","3","4","3","3","3","2","3","4","5","Married","37","Female","Asian","United States","United States","United States","English","No","Full-Time"
66,"2","1","1","2","2","2","3","4","3","4","4","4","1","1","1","3","4","2","4","4","4","4","4","5","5","2","2","4","3","4","4","3","5","5",NA,"4","5",NA,"4","4","3","4","4","3","4","4","3","5","4","5","In a relationship","24","Male","Asian","United States","United States","United States","English","Yes","Not in paid work (e.g. homemaker', 'retired or disabled)"
173,"2","1","1","2","2","1","4","4","3","3","3","4","2","1","2","2","2","1","4","4","4","4","3","4","5","2","2","1","2","3","3","2","4","4","5","4","4","5","3","3","3","3","4","3","5","5",NA,"4","4","5","Married","38","Female","Black","United States","United States","United States","English","No","Unemployed (and job seeking)"
295,"1","1","1","2","2","1","4","4","1","4","4","2","1","1","1","2","3","2","4","4","2","4","4","4","5","2","2","2","2","1","1","3","5","5",NA,"5","5",NA,"3","3","2","2","3","2","4","4","2","3","3","4","Married","40","Female","Other","United States","United States","United States","English","No","Part-Time"
193,"1","1","1","2","3","2","4","4","3","4","4","5","1","1","1","2","3","2","4","4","4","4","4","4","5","2","2","2","2","3","4","2","5","5",NA,"4","5",NA,"3","3","3","5","5",NA,"5","5",NA,"4","5",NA,"In a relationship","21","Male","White","United States","United States","United States","English","No","Part-Time"
98,"1","1","1","1","1","1","1","5",NA,"1","4","4","2","1","3","2","2","2","4","4","2","3","3","3","5","2","3","3","3","3","3","3","5","5",NA,"4","4","3","5","5",NA,"5","5",NA,"5","5",NA,"5","5",NA,"In a relationship","22","Male","Black","United States","United States","United States","English","Yes","DATA_EXPIRED"
244,"2","3","1","3",NA,"2","4","4","2","3","4","3","3","4","3","2","3","2","4","4","3","3","3","4","5","2","3","3","2","3","4","4","4","5",NA,"3","5",NA,"3","4","2","3","4","3","4","5",NA,"3","5",NA,"In a relationship","27","Male","White","United States","United States","United States","English","Yes","Full-Time"
380,"1","1","1","4","4","5","3","3","2","3","3","2","3","3","2","3","3","4","3","3","2","3","3","5","5","2","3","3","2","3","3","3","3","3","4","3","3","5","3","3","3","4","4","5","3","3","2","3","3","3","In a relationship","29","Female","White","United States","United States","United States","English","No","Full-Time"
182,"2","2","2","3","3","4","4","4","5","3","3","5","2","2","2","3","3","3","3","3","5","3","3","5","5","2","4","2","5","3","3","4","3","4","5","3","4","5","1","1","3","3","4","2","4","4","5","4","4","5","Married","45","Male","White","United States","United States","United States","English","No","Full-Time"
183,"1","1","2","1","1","2","3","4","4","3","4","5","1","3","2","3","2","2","4","4","4","4","4","4","5","2","1","1","2","3","4","2","5","5",NA,"4","5",NA,"2","2","3","5","5",NA,"4","4","5","4","4","5","In a relationship","31","Male","Asian","United States","United States","United States","English","No","DATA_EXPIRED"
210,"1","1","2","2","2","2","4","4","2","4","4","2","2","2","3","3","3","3","4","4","3","5","5",NA,"5","2","2","2","3","3","3","3","5","5",NA,"5","5",NA,"2","2","3","3","3","3","5","5",NA,"4","4","3","In a relationship","46","Male","White","United Kingdom","United States","United States","English","No","Full-Time"
298,"2","2","2","2","2","2","5","5",NA,"4","4","3","3","3","2","3","4","3","4","5",NA,"4","4","3","5","2","3","3","3","3","4","3","4","5",NA,"4","5",NA,"4","5",NA,"5","5",NA,"5","5",NA,"5","5",NA,"Married","46","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
290,"2","3","1","3","3","2","4","4","4","4","4","4","2","3","2","3","4","3","4","4","4","4","4","4","5","2","3","4","2","3","4","3","5","5",NA,"4","4","3","4","4","3","4","5",NA,"5","5",NA,"5","5",NA,"Married","59","Female","White","United States","United States","United States","English","No","Part-Time"
47,"1","1","1","2","3","1","4","3","1","4","5",NA,"1","1","2","3","5",NA,"4","5",NA,"4","4","3","5","2","2","2","2","2","4","3","5","5",NA,"4","5",NA,"4","2","3","5","5",NA,"5","5",NA,"5","5",NA,"Engaged","22","Prefer not to say","Asian","Japan","United States","United States","English","No","Unemployed (and job seeking)"
113,"1","1","1","1","1","1","5","4","3","4","4","4","1","1","1","1","1","1","5","5",NA,"5","5",NA,"5","2","1","1","1","1","1","1","5","5",NA,"5","5",NA,"2","1","2","2","4","3","5","5",NA,"5","5",NA,"In a relationship","40","Male","White","United States","United States","United States","English","No","Unemployed (and job seeking)"
62,"1","2","2","4","4","3","5","5",NA,"4","4","3","5","2","3","4","4","3","5","5",NA,"4","4","3","5","2","2","3","2","3","3","3","5","5",NA,"4","4","3","3","3","3","4","4","3","5","5",NA,"4","4","3","In a relationship","29","Female","White","United States","United States","United States","English","No","Full-Time"
292,"2","3","2","3","4","2","3","3","2","3","3","4","1","3","2","3","2","2","4","4","2","4","3","2","5","2","3","4","5","3","4","5","4","4","5","3","4","5","3","3","4","3","3","4","4","4","5","3","3","5","Married","49","Male","White","United States","United States","United States","English","No","Full-Time"
2,"1","1","1","3","3","2","4","5",NA,"4","4","2","3","3","2","3","3","2","5","5",NA,"4","4","2","5","2","3","4","2","3","3","2","5","5",NA,"4","5",NA,"4","5",NA,"3","5",NA,"5","5",NA,"5","5",NA,"Married","29","Male","White","United States","United States","United States","English","No","Full-Time"
264,"1","1","1","1","2","1","4","5",NA,"4","4","2","2","1","1","3","3","2","4","5",NA,"4","4","4","5","2","2","2","2","2","2","2","4","5",NA,"4","5",NA,"1","1","2","3","4","3","5","5",NA,"4","4","5","Married","52","Male","White","United States","United States","United States","English","No","Full-Time"
164,"1","1","1","1","1","1","4","4","2","4","4","2","2","3","2","2","3","2","4","5",NA,"4","4","4","5","2","2","2","2","3","3","2","4","5",NA,"4","4","4","3","4","2","4","3","3","5","5",NA,"4","4","5","Married","67","Male","White","United States","United States","United States","English","No","Part-Time"
218,"3","3","2","3","3","2","4","4","2","2","2","4","2","2","1","2","2","2","4","4","2","4","3","4","5","2","3","3","3","4","4","3","5","5",NA,"3","5",NA,"3","2","2","3","3","2","5","5",NA,"3","4","4","In a relationship","52","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)"
120,"5","3","4","5","5",NA,"5","5",NA,"3","4","4","1","1","2","3","3","2","5","5",NA,"5","5",NA,"5","2","2","2","3","4","4","3","5","5",NA,"5","5",NA,"2","2","3","4","4","3","5","5",NA,"4","5",NA,"Married","45","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
104,"2","3","2","3","2","1","5","5",NA,"4","4","4","2","1","2","3","4","3","4","4","4","5","5",NA,"5","2","2","2","1","2","3","2","3","4","4","5","5",NA,"4","3","2","3","4","3","4","5",NA,"5","5",NA,"Engaged","28","Female","White","United States","United States","United States","English","DATA_EXPIRED","Full-Time"
209,"1","3","2","2","3","2","3","3","2","3","3","4","1","2","2","2","2","2","4","4","2","3","3","2","5","2","1","2","2","2","3","2","4","4","2","3","5",NA,"3","3","2","3","4","3","4","4","2","2","2","5","Married","32","Female","White","United States","United States","United States","English","No","DATA_EXPIRED"
234,"1","1","1","1","1","1","4","4","2","4","4","2","1","2","1","3","3","2","5","5",NA,"4","4","2","5","2","3","3","3","3","3","2","5","5",NA,"4","4","3","3","3","3","4","4","3","5","5",NA,"4","4","5","In a relationship","72","Female","White","United States","United States","United States","English","No","Part-Time"
6,NA,"1","1","1","2","1","5","5",NA,"4","4","2","2","2","2","2","3","2","4","5",NA,"4","4","3","5","2","2","3","2","4","3","3","4","3","3","3","2","4","2","3","3","4","4","4","3","3","3","3","2","4","Married","49","Male","White","United States","United States","United States","English","Yes","Full-Time"
112,"1","1","1","1","1","2","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","5","2","2","2","3","3","3","3","3","4","5","4","4","4","4","2","4","4","4","4","4","4","4","3","3","4","Married","49","Female","White","United States","United States","United States","English","DATA_EXPIRED","Full-Time"
283,"2","2","2","3","3","2","4","4","2","4","4","2","2","2","2","3","3","2","3","3","2","4","4","2","5","2","3","3","2","4","4","4","4","4","3","4","4","4","3","3","2","3","3","2","4","4","3","4","4","4","Married","65","Male","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
321,"1","1","1","2","3","3","3","3","2","3","3","4","1","2","2","2","3","3","4","4","3","5","5",NA,"5","2","1","2","2","2","3","3","4","4","3","4","5",NA,"2","3","2","2","3","2","4","4","2","4","4","4","In a relationship","40","Male","White","United States","United States","United States","English","No","Full-Time"
46,"1","1","1","1","1","3","5","5",NA,"3","4","1","2","2","2","2","3","3","5","5",NA,"4","5",NA,"5","2","2","2","2","2","2","2","5","5",NA,"5","5",NA,"2","2","3","5","5",NA,"5","5",NA,"5","5",NA,"Married","52","Female","Other","United States","United States","United States","English","No","Part-Time"
53,"1","1","1","3","3","1","4","4","2","5","5",NA,"2","2","1","3","4","2","4","4","2","5","5",NA,"5","2","1","1","1","3","4","2","4","4","2","4","4","2","1","1","2","3","5",NA,"5","5",NA,"4","4","4","Married","67","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
318,"1","2","2","2","3","2","5","5",NA,"4","4","2","1","3","2","3","4","2","5","5",NA,"4","4","3","5","2","3","4","2","3","5",NA,"5","5",NA,"4","5",NA,"2","4","2","3","5",NA,"5","5",NA,"4","4","4","Married","49","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
71,"1","1","1","1","3","2","3","4","3","3","4","4","2","3","3","3","4","3","4","5",NA,"3","4","3","5","2","3","4","3","2","4","3","5","5",NA,"3","3","3","3","4","3","3","4","3","4","5",NA,"4","5",NA,"Married","53","Female","White","United States","United States","United States","English","No","Full-Time"
356,"1","1","1","2","3","2","3","3","1","4","4","4","2","3","1","2","4","2","5","5",NA,"4","4","5","5","2","2","4","3","5","5",NA,"5","5",NA,"4","5",NA,"2","3","3","5","5",NA,"4","4","3","4","5",NA,"Engaged","36","Female","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
154,"2","2","3","4","5",NA,"3","3","4","4","4","3","2","2","3","4","4","4","4","4","4","4","4","4","5","2","3","1","3","5","5",NA,"5","5",NA,"4","5",NA,"1","2","2","5","5",NA,"3","4","3","3","4","4","Married","28","Female","White","United States","United States","United States","English","No","Full-Time"
72,"2","3","1","4","4","3","3","3","1","4","4","4","1","4","2","2","4","2","4","4","4","4","4","4","5","2","3","4","2","3","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","Married","63","Male","White","United States","United States","United States","English","No","Other"
118,"1","1","1","2","2","2","4","4","2","4","4","4","2","2","1","2","2","1","4","4","2","4","4","4","5","2","3","3","2","3","3","2","4","4","3","3","3","3","4","4","4","4","4","4","5","5",NA,"4","4","4","In a relationship","40","Male","White","United States","United States","United States","English","No","Full-Time"
231,"2","1","2","3","3","2","4","4","2","4","5",NA,"2","3","2","3","4","2","5","5",NA,"5","5",NA,"5","2","2","2","3","4","4","3","5","5",NA,"5","5",NA,"3","3","3","5","4","3","5","5",NA,"4","5",NA,"Married","51","Female","White","United States","United States","United States","English","No","DATA_EXPIRED"
282,"1","1","2","2","2","3","5","5",NA,"3","3","3","1","4","3","4","4","2","5","5",NA,"5","5",NA,"5","2","2","2","2","3","3","2","5","5",NA,"5","5",NA,"1","2","3","5","5",NA,"5","5",NA,"5","5",NA,"Married","50","Female","White","Venezuela, Bolivarian Republic of","United States","United States","English","No","Full-Time"
76,"1","2","3","5","4","3","2","4","3","4","4","5","2","2","1","3","3","3","3","3","3","5","5",NA,"5","2","2","3","3","4","5",NA,"4","4","2","4","5",NA,"3","3","3","5","5",NA,"5","5",NA,"3","3","5","In a civil partnership/civil union or similar","49","Female","White","United States","United States","United States","English","No","Full-Time"
57,"2","3","2","3","3","3","3","3","3","4","3","4","3","3","2","3","3","2","5","5",NA,"5","5",NA,"5","2","3","3","3","4","4","3","5","5",NA,"5","5",NA,"4","3","2","3","3","3","5","5",NA,"4","4","4","Married","56","Female","White","United States","United States","United States","English","No","Full-Time"
268,"3","3","3","4","5",NA,"2","3","3","3","4","3","1","2","2","3","4","2","5","5",NA,"5","5",NA,"5","2","2","2","2","3","5",NA,"3","5",NA,"4","5",NA,"3","4","2","4","5",NA,"4","4","3","3","3","3","Married","50","Male","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
59,"1","2","1","2","2","1","4","4","5","4","4","5","2","2","1","3","3","1","5","5",NA,"4","4","5","5","2","2","2","1","3","3","2","5","5",NA,"4","4","4","3","3","2","5","5",NA,"5","5",NA,"4","4","5","Married","35","Male","White","United States","United States","United States","English","No","Full-Time"
129,"2","2","2","2","3","3","4","4","5","3","3","5","1","2","1","3","3","2","4","4","4","4","4","5","5","2","1","2","1","4","4","3","4","4","4","4","4","4","3","3","2","4","4","3","3","4","4","4","4","4","Married","56","Male","Black","United States","United States","United States","English","No","Full-Time"
33,"2","2","3","4","4","4","3","3","3","3","4","4","3","3","2","3","3","2","3","3","2","4","4","4","5","2","2","2","2","3","4","3","5","5",NA,"4","4","5","3","3","2","4","4","3","4","4","4","3","4","4","Married","42","Female","Asian","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
45,"1","1","1","3","3","1","4","4","1","4","4","4","1","1","1","5","5",NA,"4","4","2","4","4","4","5","2","3","5",NA,"5","5",NA,"5","5",NA,"5","5",NA,"2","2","3","5","5",NA,"4","5",NA,"4","4","3","Married","35","Female","White","United Kingdom","United States","United States","English","No","DATA_EXPIRED"
152,"1","1","1","4","4","2","4","4","5","4","4","5","2","2","1","4","4","3","4","4","5","4","4","5","5","2","2","2","2","4","4","4","4","4","5","4","4","5","3","3","2","4","4","5","4","4","5","4","4","5","Married","67","Female","White","United States","United States","United States","English","No","Other"
370,"1","1","1","3","3","1","4","4","2","4","4","2","1","1","1","3","3","2","4","5",NA,"4","4","4","5","2","3","3","3","3","3","3","3","4","4","3","4","5","3","3","3","3","4","3","5","5",NA,"3","3","5","Married","35","Male","Other","United States","United States","United States","English","No","Full-Time"
311,"1","2","1","3","3","2","4","4","2","4","4","3","1","2","1","3","3","3","3","3","2","4","4","4","5","2","2","4","2","3","4","3","4","5",NA,"3","5",NA,"3","3","2","3","4","3","3","4","4","4","4","5","Married","27","Female","White","United States","United States","United States","English","Yes","Full-Time"
55,"1","3","1","3","4","1","4","4","2","5","5",NA,"2","4","1","4","4","1","5","5",NA,"4","4","1","5","2","1","3","1","3","5",NA,"5","5",NA,"5","5",NA,"2","2","2","3","5",NA,"5","5",NA,"5","5",NA,"In a relationship","22","Male","Asian","United States","United States","United States","English","No","Unemployed (and job seeking)"
219,"2","2","2","2","2","2","4","4","3","3","3","5","1","1","1","3","2","2","5","5",NA,"4","4","3","5","2","2","2","2","2","2","2","5","5",NA,"4","4","3","4","4","3","3","3","3","5","5",NA,"5","5",NA,"In a relationship","39","Female","Other","Puerto Rico","United States","United States","English","No","Other"
246,"1","1","1","3","3","1","3","3","1","3","4","1","1","2","1","3","3","1","4","4","1","4","4","1","5","2","2","2","1","2","3","1","5","4","2","4","4","4","3","4","2","5","5",NA,"5","5",NA,"4","5",NA,"Married","69","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
138,"1","1","1","1","1","1","4","4","2","4","4","2","1","1","1","1","2","1","5","4","2","4","5",NA,"5","2","2","3","2","2","4","3","4","5",NA,"4","5",NA,"3","3","3","3","4","3","3","4","3","4","5",NA,"In a relationship","22","Female","Mixed","United States","United States","United States","English","No","Full-Time"
372,"1","1","2","2","2","1","5","5",NA,"3","4","5","3","2","2","5","4","3","4","3","3","3","4","4","5","2","3","3","2","3","3","3","5","5",NA,"3","4","3","4","5",NA,"4","3","3","5","5",NA,"5","5",NA,"Married","61","Female","Asian","India","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
196,"2","1","1","2","4","2","4","4","4","4","4","4","2","2","2","2","3","2","5","4","4","4","4","5","5","2","2","2","2","2","4","3","5","5",NA,"4","5",NA,"3","1","3","3","3","3","5","5",NA,"3","4","3","Married","34","Female","Black","United States","United States","United States","English","No","Other"
114,"1","1","1","1","3","1","5","5",NA,"4","5",NA,"1","1","1","2","4","2","4","4","2","4","4","2","5","2","1","1","2","2","4","2","5","5",NA,"4","4","2","2","2","2","2","3","3","5","5",NA,"4","4","5","Married","50","Male","White","United States","United States","United States","English","No","Full-Time"
148,"1","1","2","3","3","2","4","4","2","4","4","2","1","1","1","3","3","4","3","3","2","3","4","5","5","2","3","3","2","3","4","5","5","5",NA,"3","4","4","2","2","2","3","4","3","5","5",NA,"3","4","5","In a relationship","49","Male","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
232,"2","1","1","2","1","1","4","4","3","2","2","2","2","1","1","2","1","2","3","4","4","3","2","4","5","2","3","3","1","3","4","3","3","2","4","5","2","5","1","1","3","5","4","5","2","3","3","2","2","3","Married","51","Female","Black","United States","United States","United States","English","Yes","Full-Time"
260,"2","2","1","3","4","2","3","3","2","4","4","4","3","3","2","4","4","3","3","3","2","3","3","4","5","2","3","4","2","4","5",NA,"5","5",NA,"4","5",NA,"3","4","3","4","5",NA,"4","5",NA,"4","4","4","In a relationship","18","Male","Asian","United States","United States","United States","English","Yes","Part-Time"
357,"2","2","2","3","3","3","5","5",NA,"4","4","2","2","2","2","3","3","2","5","5",NA,"4","4","2","5","2","2","2","2","3","5",NA,"5","5",NA,"4","5",NA,"3","5",NA,"3","5",NA,"5","5",NA,"4","5",NA,"Married","41","Female","White","United States","United States","United States","English","Yes","Part-Time"
74,"3","3","3","5","5",NA,"3","4","4","3","5",NA,"2","2","3","5","5",NA,"4","4","3","3","4","3","5","2","5","5",NA,"5","5",NA,"5","5",NA,"5","5",NA,"5","5",NA,"5","5",NA,"5","5",NA,"3","3","3","Married","47","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)"
207,"3","3","1","3","4","2","3","2","3","3","3","3","3","3","2","4","5",NA,"4","4","3","4","5",NA,"5","2","5","5",NA,"5","5",NA,"5","5",NA,"5","5",NA,"3","4","2","4","5",NA,"4","5",NA,"3","5",NA,"Married","45","Female","White","United States","United States","United States","English","No","Part-Time"
95,"1","1","1","4","5",NA,"5","5",NA,"5","5",NA,"1","1","1","3","5",NA,"4","4","1","5","5",NA,"5","2","2","1","2","5","5",NA,"3","3","2","5","5",NA,"2","2","2","5","5",NA,"5","5",NA,"5","5",NA,"In a civil partnership/civil union or similar","57","Male","White","United States","United States","United States","English","No","Full-Time"
60,"4","3","3","2","2",NA,"3","3","2","2","2","3","3","2","2","3","2","3","2","3","2","2","3","2","5","2","3","2","3",NA,"1","2","3","3","3","3","2","2","2","2","3","2","2","2","3","2","3","3","2","4","Married","41","Male","White","Lithuania","United States","United States","English","DATA_EXPIRED","Part-Time"
262,"1","2","1","2","3","1","3","3","2","4","4","3","2","2","2","3","3","2","4","4","2","5","5",NA,"5","2","3","2","2","2","3","3","4","4","3","4","4","5","3","2","3","3","3","3","4","5",NA,"4","4","4","Married","45","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
100,"1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","1","4","4","4","4","4","2","4","2","1","1","1","1","1","1","1","1","1","1","1","1","4","4","4","4","4","4","4","4","4","4","4","4","In a relationship","26","Male","Asian","Panama","United States","United States","English","No","Full-Time"
383,"2","3","2","3","3","2","4","4","3","4","4","3","2","2","2","2","3","2","5","5",NA,"4","4","3","5","2","2","3","2","3","3","2","5","5",NA,"4","5",NA,"4","4","3","4","4","3","4","5",NA,"4","4","4","Married","68","Female","White","United States","United States","United States","English","No","Full-Time"
258,"1","1","1","3","3","2","4","4","4","4","4","5","2","2","1","3","3","2","4","4","4","4","3","4","5","2","3","2","2","3","3","2","5","5",NA,"4","5",NA,"3","3","2","3","3","3","4","5",NA,"4","4","5","In a relationship","25","Female","Mixed","United States","United States","United States","English","No","Full-Time"
151,"3","2","1","2","3","2","3","3","4","3","4","4","2","2","1","3","3","1","4","4","2","3","4","3","5","2","2","2","3","3","4","3","3","4","4","4","4","4","2","3","2","4","4","3","4","4","5","4","4","4","Married","47","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
