"PID","RP_Hurt_Expression","RP_Hurt_Experience","RP_Hurt_Conn_Recall","RP_Hurt_Dist_Recall","RP_Hurt_Afrm_Recall","RP_Hurt_Conn_Hyp","RP_Hurt_Dist_Hyp","RP_Hurt_Afrm_Hyp","RP_Hurt_Want","RP_Joys_Expression","RP_Joys_Experience","RP_Joys_Conn_Recall","RP_Joys_Dist_Recall","RP_Joys_Afrm_Recall","RP_Joys_Conn_Hyp","RP_Joys_Dist_Hyp","RP_Joys_Afrm_Hyp","RP_Joys_Want","RP_Love_Expression","RP_Love_Experience","RP_Love_Conn_Recall","RP_Love_Dist_Recall","RP_Love_Afrm_Recall","RP_Love_Conn_Hyp","RP_Love_Dist_Hyp","RP_Love_Afrm_Hyp","RP_Love_Want","RP_Sadn_Expression","RP_Sadn_Experience","RP_Sadn_Conn_Recall","RP_Sadn_Dist_Recall","RP_Sadn_Afrm_Recall","RP_Sadn_Conn_Hyp","RP_Sadn_Dist_Hyp","RP_Sadn_Afrm_Hyp","RP_Sadn_Want","CF_Hurt_Expression","CF_Hurt_Experience","CF_Hurt_Conn_Recall","CF_Hurt_Dist_Recall","CF_Hurt_Afrm_Recall","CF_Hurt_Conn_Hyp","CF_Hurt_Dist_Hyp","CF_Hurt_Afrm_Hyp","CF_Hurt_Want","CF_Joys_Expression","CF_Joys_Experience","CF_Joys_Conn_Recall","CF_Joys_Dist_Recall","CF_Joys_Afrm_Recall","CF_Joys_Conn_Hyp","CF_Joys_Dist_Hyp","CF_Joys_Afrm_Hyp","CF_Joys_Want","CF_Love_Expression","CF_Love_Experience","CF_Love_Conn_Recall","CF_Love_Dist_Recall","CF_Love_Afrm_Recall","CF_Love_Conn_Hyp","CF_Love_Dist_Hyp","CF_Love_Afrm_Hyp","CF_Love_Want","CF_Sadn_Expression","CF_Sadn_Experience","CF_Sadn_Conn_Recall","CF_Sadn_Dist_Recall","CF_Sadn_Afrm_Recall","CF_Sadn_Conn_Hyp","CF_Sadn_Dist_Hyp","CF_Sadn_Afrm_Hyp","CF_Sadn_Want","CC_Hurt_Expression","CC_Hurt_Experience","CC_Hurt_Conn_Recall","CC_Hurt_Dist_Recall","CC_Hurt_Afrm_Recall","CC_Hurt_Conn_Hyp","CC_Hurt_Dist_Hyp","CC_Hurt_Afrm_Hyp","CC_Hurt_Want","CC_Joys_Expression","CC_Joys_Experience","CC_Joys_Conn_Recall","CC_Joys_Dist_Recall","CC_Joys_Afrm_Recall","CC_Joys_Conn_Hyp","CC_Joys_Dist_Hyp","CC_Joys_Afrm_Hyp","CC_Joys_Want","CC_Love_Expression","CC_Love_Experience","CC_Love_Conn_Recall","CC_Love_Dist_Recall","CC_Love_Afrm_Recall","CC_Love_Conn_Hyp","CC_Love_Dist_Hyp","CC_Love_Afrm_Hyp","CC_Love_Want","CC_Sadn_Expression","CC_Sadn_Experience","CC_Sadn_Conn_Recall","CC_Sadn_Dist_Recall","CC_Sadn_Afrm_Recall","CC_Sadn_Conn_Hyp","CC_Sadn_Dist_Hyp","CC_Sadn_Afrm_Hyp","CC_Sadn_Want","SS_Hurt_Expression","SS_Hurt_Experience","SS_Hurt_Conn_Recall","SS_Hurt_Dist_Recall","SS_Hurt_Afrm_Recall","SS_Hurt_Conn_Hyp","SS_Hurt_Dist_Hyp","SS_Hurt_Afrm_Hyp","SS_Hurt_Want","SS_Joys_Expression","SS_Joys_Experience","SS_Joys_Conn_Recall","SS_Joys_Dist_Recall","SS_Joys_Afrm_Recall","SS_Joys_Conn_Hyp","SS_Joys_Dist_Hyp","SS_Joys_Afrm_Hyp","SS_Joys_Want","SS_Love_Expression","SS_Love_Experience","SS_Love_Conn_Recall","SS_Love_Dist_Recall","SS_Love_Afrm_Recall","SS_Love_Conn_Hyp","SS_Love_Dist_Hyp","SS_Love_Afrm_Hyp","SS_Love_Want","SS_Sadn_Expression","SS_Sadn_Experience","SS_Sadn_Conn_Recall","SS_Sadn_Dist_Recall","SS_Sadn_Afrm_Recall","SS_Sadn_Conn_Hyp","SS_Sadn_Dist_Hyp","SS_Sadn_Afrm_Hyp","SS_Sadn_Want","Attn_Check_Never","Attn_Check_Much","Age","Age_4_TEXT","Gender","Gender_5_TEXT","Income","Education","Race","Race_9_TEXT","Community_1_x","Community_1_y","Community"
210,"1","4","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","3","4","2","2","2",NA,NA,NA,"2","3","4","1","1","1",NA,NA,NA,"2","3","2","2","1","1",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"3","3","4","2","2","2",NA,NA,NA,"3","3","4","2","2","3",NA,NA,NA,"3","3","2","2","2","2",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"4","5","4",NA,NA,NA,"4","4","4","4","4","4","2","2","2",NA,NA,NA,"4","5","4",NA,NA,NA,"2","2","2","4","4","4","3","2","3",NA,NA,NA,"4","5","2","4",NA,"1",NA,"6","6","7",NA,"211","122","Region #7"
300,"4","3","2","2","2",NA,NA,NA,"3","4","3","2","2","2",NA,NA,NA,"3","4","2","2","2","2",NA,NA,NA,"4","4","4","2","2","2",NA,NA,NA,"4","3","3","2","2","2",NA,NA,NA,"2","2","2","2","1","1",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"1","5","4",NA,NA,NA,"3","2","2","4","4","4","2","2","2",NA,NA,NA,"4","5","5",NA,NA,NA,"4","4","4","5","4","4","2","2","2",NA,NA,NA,"4","4","3","2","2","2",NA,NA,NA,"5","5","5",NA,NA,NA,"2","2","2","5","5","5",NA,NA,NA,"4","4","4","4","5","5",NA,NA,NA,"2","2","2","4","5","2","4","65","2",NA,"6","5","7",NA,"254","148","Region #6"
118,"3","3","2","2","2",NA,NA,NA,"3","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","2","3","2",NA,NA,NA,"2","3","3","2","3","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","3","2",NA,NA,NA,"2","4","3","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","4","4","4","3","3","3",NA,NA,NA,"3","5","2","4","24","2",NA,"6","3","7",NA,"196","158","Region #6"
134,"4","2","2","2","2",NA,NA,NA,"4","3","4","2","2","2",NA,NA,NA,"3","2","1","1","1","1",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"4","4","3","2","2","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","4","4","2","3","2",NA,NA,NA,"3","4","4","2","2","2",NA,NA,NA,"2","3","3","2","2","3",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","2","3","2",NA,NA,NA,"3","4","3","2","2","3",NA,NA,NA,"2","4","3","2","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"4","3","3","4","5","5",NA,NA,NA,"3","3","3","3","5","2","4","68","2",NA,"5","2","7",NA,"156","222","Region #4"
190,"2","2","4","4","2",NA,NA,NA,"3","1","1","1","2","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","4","4","2","2","3",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","3","2","2",NA,NA,NA,"3","4","3","3","4","2",NA,NA,NA,"3","2","2","1","2",NA,NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","1","2","2",NA,NA,NA,"2","4","5","4","4","3",NA,NA,NA,"5","5","5",NA,NA,NA,"3","2","2","5","5","5",NA,NA,NA,"2","2","3","5","5","5",NA,NA,NA,"3","2","3","3","5","2","4","60","1",NA,"7","5","7",NA,"237","99","Region #8"
105,"3","4","5","5","5",NA,NA,NA,"3","2","2","1","1","1",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"2","4","4","2","1","1",NA,NA,NA,"4","2","2","1","1","1",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"2","4","4","4","4","4",NA,NA,NA,"4","2","2","1","1","1",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"1","3","5","5","5","1",NA,NA,NA,"3","2","2","1","1","1",NA,NA,NA,"2","3","3","1","1","4",NA,NA,NA,"2","3","3","1","1","5",NA,NA,NA,"2","5","2","4","33","2",NA,"4","3","7",NA,"186","204","Region #4"
36,"1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"2","2","5","2","3","3",NA,NA,NA,"1","3","3","2","3","2",NA,NA,NA,"2","4","5","2","3","3",NA,NA,NA,"3","2","5","2","2","2",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","2","4","26","2",NA,"4","3","7",NA,NA,NA,NA
323,"2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","2","2","1","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","3",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","4","4","3","2","3",NA,NA,NA,"3","3","3","2","1","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","3","4","4","2","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","2","3","3","5","5",NA,NA,NA,"3","3","3","3","5","2","4","35","1",NA,"7","6","2",NA,"253","78","Other"
58,"1","1","4","4","4",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","2","2","1","1",NA,NA,NA,"2","1","1","4","4","2",NA,NA,NA,"2","3","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","4","4","4",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","3",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","2","2","4","39","2",NA,"2","3","7",NA,"250","123","Region #7"
245,"3","4","2","2","4",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"4","4","5","2","2","2",NA,NA,NA,"2","2","1","2","2","2",NA,NA,NA,"2","1","2","1","2","2",NA,NA,NA,"2","4","4","2","2","1",NA,NA,NA,"2","4","3","2","5","2",NA,NA,NA,"5","4","4","2","2","2",NA,NA,NA,"2","5","4",NA,NA,NA,"4","4","4","5","5","5",NA,NA,NA,"2","2","2","5","5","5",NA,NA,NA,"2","2","2","4","5","4",NA,NA,NA,"1","2","1","4","4","4","2","2","2",NA,NA,NA,"4","5","5",NA,NA,NA,"4","2","2","5","5","2","4","43","1",NA,"7","5","7",NA,"277","54","Region #9"
274,"1","4","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","3","4","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","4","5","3","3","3",NA,NA,NA,"3","3","3","2","3","2",NA,NA,NA,"3","4","4","2","2","2",NA,NA,NA,"3","5","4",NA,NA,NA,"3","3","3","4","5","5",NA,NA,NA,"2","2","3","4","5","5",NA,NA,NA,"2","2","3","4","5","5",NA,NA,NA,"2","3","2","5","5","5",NA,NA,NA,"2","2","3","5","5","2","4","51","1",NA,"6","5","4,7",NA,"194","157","Region #6"
188,"4","4","2","2","2",NA,NA,NA,"4","3","3","2","2","2",NA,NA,NA,"2","2","2","2","3","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"3","4","4","2","2","1",NA,NA,NA,"4","2","3","2","2","2",NA,NA,NA,"2","4","4","2","3","2",NA,NA,NA,"3","3","4","2","3","2",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"2","3","3","3","3","3",NA,NA,NA,"2","4","4","3","3","4",NA,NA,NA,"2","3","3","3","3","3",NA,NA,NA,"2","5","3",NA,NA,NA,"3","2","3","2","5","5",NA,NA,NA,"3","3","3","5","4","4","5","5","4",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"4","5","2","4","48","2",NA,"7","5","7",NA,"151","252","Region #3"
123,"4","4","2","2","1",NA,NA,NA,"3","3","3","1","1","2",NA,NA,NA,"2","3","2","1","1","1",NA,NA,NA,"4","4","4","3","2","2",NA,NA,NA,"4","3","3","3","2","2",NA,NA,NA,"2","1","3","2","2","2",NA,NA,NA,"2","3","3","2","1","2",NA,NA,NA,"2","3","3","2","1","2",NA,NA,NA,"2","4","4","3","2","3",NA,NA,NA,"3","3","3","3","2","2",NA,NA,NA,"2","4","4","2","3","2",NA,NA,NA,"5","4","4","2","2","3",NA,NA,NA,"4","4","3","3","3","3",NA,NA,NA,"3","3","5","3","4","3",NA,NA,NA,"4","5","5",NA,NA,NA,"5","5","5","5","4","4","4","4","3",NA,NA,NA,"5","5","2","4","34","2",NA,"7","6","7",NA,"229","118","Region #7"
284,"2","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","2",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","3","2","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","3","3","3",NA,NA,NA,"2","3","3","2","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"4","3","4","3","3","4","3","3","3",NA,NA,NA,"2","5","2","4","41","2",NA,"7","3","4,7",NA,"199","197","Region #5"
269,"3","3","2","2","2",NA,NA,NA,"3","2","2","1","1","1",NA,NA,NA,"2","3","2","1","1","1",NA,NA,NA,"2","3","2","1","1","1",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","4","3","2","2","2",NA,NA,NA,"4","3","3","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"3","4","3","2","2","2",NA,NA,NA,"3","4","3","2","2","2",NA,NA,NA,"4","3","4","2","2","2",NA,NA,NA,"2","5","4",NA,NA,NA,"2","2","2","4","4","3","2","2","2",NA,NA,NA,"3","5","2","4","54","1",NA,"7","5","4",NA,"189","139","Other"
109,"4","4","2","2","2",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","4","1","1","1",NA,NA,NA,"1","1","4","1","2","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","3","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"1","2","4","2","1","2",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","4","2","2","2",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"1","5","5",NA,NA,NA,"4","4","4","5","3","3","3","3","3",NA,NA,NA,"2","5","2","4","32","2",NA,"2","4","7",NA,"206","193","Region #5"
35,"3","3","1","2","2",NA,NA,NA,"2","1","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"1","3","3","1","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","2","2","3",NA,NA,NA,"3","4","4","3","2","3",NA,NA,NA,"3","4","4","2","2","3",NA,NA,NA,"3","3","4","2","2","3",NA,NA,NA,"3","5","2","4","51","2",NA,"5","2","7",NA,"195","187","Region #5"
159,"2","4","2","3","3",NA,NA,NA,"1","3","3","2","3","3",NA,NA,NA,"2","4","4","2","2","3",NA,NA,NA,"3","3","3","2","3","3",NA,NA,NA,"2","4","4","1","1","2",NA,NA,NA,"2","2","2","1","2","2",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"2","3","3","1","2","2",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"3","3","3","2","2","3",NA,NA,NA,"2","5","4",NA,NA,NA,"2","3","3","3","4","4","2","2","2",NA,NA,NA,"3","5","5",NA,NA,NA,"2","2","3","3","4","4","2","2","3",NA,NA,NA,"3","5","5",NA,NA,NA,"2","3","3","3","4","3","2","3","3",NA,NA,NA,"3","5","2","4","41","2",NA,"5","3","7",NA,"189","186","Region #5"
215,"2","3","2","2","2",NA,NA,NA,"2","3","2","2","2","2",NA,NA,NA,"2","2","1","1","2","2",NA,NA,NA,"2","1","1","1","2","1",NA,NA,NA,"2","2","1","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","1","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","1","2","2","2",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"2","2","1","2","2","1",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","4","24","1",NA,"7","3","3",NA,NA,NA,NA
361,"3","3","2","3","3",NA,NA,NA,"3","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","3","3","2",NA,NA,NA,"2","3","3","2","2","3",NA,NA,NA,"3","2","3","3","3","3",NA,NA,NA,"3","3","3","3","3","2",NA,NA,NA,"3","4","4","3","2","3",NA,NA,NA,"3","4","3","4","4","3",NA,NA,NA,"3","4","3","3","2","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","4","4","4","4","3",NA,NA,NA,"3","4","5","3","3","3",NA,NA,NA,"3","4","5","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","5","4",NA,NA,NA,"3","3","3","3","5","2","4","37","2",NA,"5","6","3",NA,"198","211","Region #4"
27,"3","4","2","3","2",NA,NA,NA,"1","1","2","2","2","2",NA,NA,NA,"1","1","1","2","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","3","2","3",NA,NA,NA,"3","4","4","3","4","4",NA,NA,NA,"2","4","4","3","2","3",NA,NA,NA,"2","3","3","3","3","3",NA,NA,NA,"3","4","5","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","3","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","4","4","3","3","3",NA,NA,NA,"3","5","3","4","27","1",NA,"4","2","7",NA,"101","252","Other"
197,"3","4","2","4","2",NA,NA,NA,"3","2","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","4","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"2","3","3","3","2","3","1","1","1",NA,NA,NA,"2","4","3","1","1","1",NA,NA,NA,"2","4","4","1","1","1",NA,NA,NA,"2","5","5",NA,NA,NA,"4","4","3","4","4","4","2","2","2",NA,NA,NA,"3","5","5",NA,NA,NA,"2","2","2","3","4","4","2","2","2",NA,NA,NA,"3","5","5",NA,NA,NA,"3","4","3","4","5","5",NA,NA,NA,"2","2","3","3","5","5",NA,NA,NA,"2","2","3","3","5","5",NA,NA,NA,"2","2","3","3","5","2","4","35","2",NA,"7","6","4,7",NA,"175","153","Region #6"
99,"3","4","2","2","2",NA,NA,NA,"2","2","2","1","2","2",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","1","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"2","2","2","3","3","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"2","2","2","3","4","4","2","2","2",NA,NA,NA,"3","5",NA,NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","2","4","57","2",NA,"7","5","7",NA,NA,NA,NA
18,"1","1","1","1","1",NA,NA,NA,NA,"1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","2","2","2",NA,NA,NA,"1","1","1","2","1","2",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"2","3","3","2","2","3",NA,NA,NA,"3","1","3","2","2","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"3","4","4","2","2","2",NA,NA,NA,"2","4","4","3","2","2",NA,NA,NA,"3","3","4","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"3","4","4","4","2","3",NA,NA,NA,"3","5","2","4","32 years","1",NA,"5","6","3",NA,"177","158","Region #6"
31,"3","3","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","3","3","2","3","3",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","2","4","43","2",NA,"7","11","7",NA,NA,NA,NA
339,"1","5","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","4","1","1","1","1",NA,NA,NA,"1","1","4","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","1","4","1","1","1",NA,NA,NA,"1","2","2","1","2","2",NA,NA,NA,"1","3","3","3","3","3",NA,NA,NA,"3","2","2","1","1","1",NA,NA,NA,"1","3","4","2","3","3",NA,NA,NA,"2","3","3","2","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"5","5","5","4","3","4","1","3","3",NA,NA,NA,"3","5","2","4","35","2",NA,"4","3","7",NA,"98","318","Region #1"
131,"1","3","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","2","2","2","2",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"1","4","3","3","3","3",NA,NA,NA,"2","3","3","3","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"5","5","5","5","4","4","3","3","3",NA,NA,NA,"3","4","3","2","2","4",NA,NA,NA,"2","4","4","2","2","4",NA,NA,NA,"3","5","5",NA,NA,NA,"4","5","1","5","4","4","2","2","4",NA,NA,NA,"3","5","2","4","35","1",NA,"7","5","7",NA,"221","151","Region #6"
287,"4","3","2","2","2",NA,NA,NA,"2","3","2","2","2","2",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","5","4",NA,NA,NA,"3","3","3","3","3","4","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"3","4","3","3","3","3",NA,NA,NA,"3","4","5","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","4","5","3","3","3",NA,NA,NA,"3","5","2","4","30","2",NA,"6","6","7",NA,"95","247","Other"
138,"1","3","2","1","1",NA,NA,NA,"1","1","1","1","2","2",NA,NA,NA,"1","1","3","2","2","1",NA,NA,NA,"1","3","3","3","3","2",NA,NA,NA,"2","2","4","2","2","2",NA,NA,NA,"2","1","1","1","2","1",NA,NA,NA,"1","2","1","1","2","2",NA,NA,NA,"1","1","2","1","2","1",NA,NA,NA,"4","4","3","3","2","4",NA,NA,NA,"3","2","3","2","2","4",NA,NA,NA,"1","2","2","2","2","4",NA,NA,NA,"1","4","4","3","3","4",NA,NA,NA,"2","5","4",NA,NA,NA,"2","2","3","4","2","3","2","3","4",NA,NA,NA,"1","4","3","3","1","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"2","5","2","4","50","2",NA,"7","3","7",NA,NA,NA,NA
301,"1","2","2","2","2",NA,NA,NA,"1","1","1","2","1","1",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","1","1","1","1",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","2","2","3",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","4","4","2","1","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","3","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","5","2","4","38","1",NA,"7","5","4",NA,"206","187","Region #5"
